Date,Category,Assets,Nonfinancial assets,Real estate,Consumer durables,Financial assets,Deposits,Money market fund shares,Debt securities,U.S. government and municipal securities,Corporate and foreign bonds,Loans (Assets),Other loans and advances (Assets),Mortgages,Corporate equities and mutual fund shares,Life insurance reserves,Annuities,DC pension entitlements,DB pension entitlements,Miscellaneous other equity,Miscellaneous assets,Liabilities,Loans (Liabilities),Home mortgages,Consumer credit,Depository institutions loans n.e.c.,Other loans and advances (Liabilities),Deferred and unpaid life insurance premiums,Net worth,Household count,Minimum Wealth Cutoff
2011:Q2,TopPt1,7320929,944240,650622,293618,6376688,583155,204662,916479,685961,230518,176193,160110,16083,2822578,109128,31223,69489,142743,1298425,22614,111200,109821,54969,12729,14490,27633,1379,7209728,118547,
2011:Q2,RemainingTop1,11926488,2121396,1831167,290229,9805092,952048,339748,833504,605909,227596,516292,487747,28545,3615623,190188,146476,583835,796032,1774758,56588,523269,518955,352231,62765,16530,87429,4313,11403219,1064470,
2011:Q2,Next9,27929789,6611873,5613268,998605,21317916,2653687,704138,1194359,849218,345141,289092,234035,55057,5005099,403052,890242,1953913,5784890,2222303,217142,2428812,2420612,2037692,199224,23430,160266,8199,25500977,10663921,
2011:Q2,Next40,24653905,9582359,7642409,1939950,15071546,2226908,379158,584809,381654,203156,84195,54132,30063,1804188,527410,538156,1820376,5472975,1199188,434183,5197026,5186650,4163430,878492,31829,112899,10377,19456879,47444171,
2011:Q2,Bottom50,5210454,3728270,2641598,1086672,1482183,303671,22800,35547,25670,9876,3917,1172,2745,108593,117270,27950,298988,212810,164300,186338,4936046,4933592,3252347,1499867,53841,127537,2454,274408,59299900,
2011:Q3,TopPt1,6957244,932156,645756,286399,6025088,608157,193177,1015451,759217,256234,175961,158149,17811,2314974,110328,29923,65545,131527,1356866,23180,108236,106976,53129,12967,14360,26520,1260,6849008,118924,
2011:Q3,RemainingTop1,11479177,2124631,1824605,300026,9354546,980170,339186,921101,666920,254181,512288,482723,29565,3073740,198900,151549,538867,805298,1775633,57815,519744,515849,350275,60062,16246,89265,3896,10959433,1067231,
2011:Q3,Next9,27129598,6553091,5538500,1014591,20576508,2686075,700960,1312879,945811,367068,292399,238400,54000,4265172,406529,844837,1771094,5796196,2279967,220399,2441045,2433189,2046139,203532,24692,158827,7856,24688553,10697675,
2011:Q3,Next40,24443485,9580359,7640040,1940319,14863126,2285492,368973,645701,417169,228532,83987,53683,30303,1613230,523096,533097,1663727,5499481,1199848,446495,5217721,5207624,4177218,892217,33281,104908,10097,19225764,47607463,
2011:Q3,Bottom50,5174208,3731828,2642535,1089293,1442379,314154,22334,37092,25984,11108,4326,999,3327,83650,117142,28349,272048,213958,159365,189961,4898287,4895922,3181632,1533397,59713,121181,2365,275920,59499071,
2011:Q4,TopPt1,7224957,938756,637523,301232,6286201,634231,193925,1001117,744495,256621,163637,144356,19281,2509853,114146,26345,70974,119800,1428239,23934,104416,103171,50410,13188,14294,25280,1244,7120541,119326,
2011:Q4,RemainingTop1,11766926,2135013,1829558,305454,9631914,1009346,349749,923967,666513,257454,515951,485675,30276,3240095,212831,158228,558861,819638,1783867,59380,518495,514563,350252,57731,16233,90347,3931,11248432,1070195,
2011:Q4,Next9,27611306,6511245,5504071,1007174,21100061,2719419,717236,1324371,957023,367348,264008,211603,52405,4520748,417880,871336,1835758,5852620,2351571,225114,2443244,2435385,2045601,210000,26424,153359,7859,25168062,10733662,
2011:Q4,Next40,24761695,9531453,7594154,1937299,15230242,2346343,368086,645278,417507,227771,74507,44260,30247,1707713,525220,543548,1792653,5560159,1204401,462335,5238072,5228056,4187469,910972,35479,94137,10016,19523623,47780832,
2011:Q4,Bottom50,5128690,3654156,2560662,1093494,1474534,325070,22619,36846,25695,11151,4443,626,3816,90185,118458,28532,282240,216610,154386,195145,4865922,4863570,3121206,1564334,66858,111172,2352,262768,59710725,
2012:Q1,TopPt1,7614093,961421,633478,327943,6652672,649616,175658,954052,676708,277345,165814,145648,20167,2906308,114782,21580,78194,107917,1454947,23803,101343,99945,49539,12804,12990,24611,1398,7512750,119748,
2012:Q1,RemainingTop1,12172860,2153969,1844327,309642,10018892,1026048,341264,906728,627138,279590,508744,478582,30162,3604459,220484,165788,589735,835153,1761111,59378,512418,507719,345701,53657,13362,95000,4699,11660443,1073335,
2012:Q1,Next9,28362523,6496434,5502344,994090,21866089,2727214,700401,1296161,911606,384554,272736,223614,49122,5056461,419692,935501,1942396,5919002,2373528,222997,2466706,2458280,2061363,206072,24878,165967,8425,25895817,10771370,
2012:Q1,Next40,25103062,9431757,7488932,1942824,15671306,2378333,352581,643468,395447,248021,75544,46223,29320,1881839,519499,562208,1975283,5628555,1192272,461724,5236768,5226513,4199332,899358,32287,95536,10255,19866294,47961491,
2012:Q1,Bottom50,5079459,3572242,2467826,1104416,1507217,331260,21683,37260,25106,12154,4631,526,4105,105742,118028,28608,298734,219600,148705,192966,4792580,4790118,3032026,1573150,67648,117294,2462,286878,59931579,
2012:Q2,TopPt1,7638904,976391,647057,329334,6662513,654138,161061,1007070,747233,259837,171085,150245,20840,2805035,112691,20050,79344,96301,1531974,23765,97390,95836,47146,13006,12103,23581,1555,7541514,120181,
2012:Q2,RemainingTop1,12129855,2188695,1871238,317457,9941160,1030241,335337,955091,689087,266004,500182,470305,29877,3471200,222773,171121,578476,846763,1770428,59549,509899,504419,344566,50980,11473,97399,5480,11619957,1076625,
2012:Q2,Next9,28328826,6548169,5549636,998533,21780657,2709693,687925,1383727,1013608,370119,289515,243684,45831,4891729,413320,896913,1886534,5949179,2450520,221603,2474686,2465684,2062185,211826,24467,167206,9002,25854141,10810287,
2012:Q2,Next40,25158601,9475463,7537365,1938098,15683137,2381267,339506,660305,431471,228834,78867,50565,28302,1857295,507017,558788,1970108,5669966,1197151,462868,5252157,5241658,4206143,915285,30959,89271,10499,19906444,48146652,
2012:Q2,Bottom50,5108374,3622247,2516705,1105542,1486127,332665,20940,36565,25215,11350,4817,485,4332,98853,116095,29000,290878,221396,143358,191559,4747669,4745095,2961789,1599371,70668,113266,2574,360705,60158345,
2012:Q3,TopPt1,7985874,992622,658444,334177,6993252,661579,166558,1014644,713804,300840,171845,150396,21449,3020428,114395,16439,84638,84385,1634508,23832,91894,90312,43343,13029,11234,22707,1582,7893980,120622,
2012:Q3,RemainingTop1,12468413,2232320,1907560,324760,10236093,1037824,349802,982494,675153,307341,494639,464995,29644,3651108,232643,177950,594234,860923,1794567,59908,511072,505372,346862,48237,9629,100644,5700,11957340,1080038,
2012:Q3,Next9,28949579,6613615,5613479,1000135,22335964,2697832,711488,1408712,1004810,403903,294891,251895,42996,5169082,418349,924002,1934449,6001506,2554647,221005,2474740,2465592,2051091,217656,24117,172727,9148,26474839,10849899,
2012:Q3,Next40,25623434,9590007,7656047,1933960,16033427,2391535,342897,694018,424073,269944,78960,51532,27428,1958388,503812,569562,2090690,5727989,1209630,465945,5271510,5261013,4212187,933127,29725,85973,10498,20351924,48333530,
2012:Q3,Bottom50,5134864,3631827,2524253,1107574,1503037,335324,21524,38203,24888,13315,4917,373,4544,106165,116243,29197,298588,223929,137943,191004,4740089,4737497,2912149,1638403,73830,113114,2592,394775,60387740,
2012:Q4,TopPt1,8120497,1009984,666166,343818,7110513,699196,183395,972674,715851,256823,177007,155093,21914,3064216,115650,13411,87742,72457,1700524,24241,90833,89567,43708,14037,10437,21385,1266,8029664,121064,
2012:Q4,RemainingTop1,12582329,2273801,1941925,331876,10308528,1079789,376210,955881,687542,268339,487277,457953,29324,3660124,241681,184395,594548,874139,1793601,60881,499546,495108,340023,45522,7952,101611,4437,12082783,1083548,
2012:Q4,Next9,29257326,6668337,5666875,1001462,22588989,2751050,756111,1402704,1035127,367577,311720,271438,40282,5205576,422027,932200,1922077,6044166,2618308,223050,2505968,2497811,2079520,227750,24042,166499,8157,26751358,10889694,
2012:Q4,Next40,25932285,9686487,7750221,1936266,16245798,2480251,355614,655283,431622,223660,82331,55793,26538,1991711,499419,576259,2142347,5778667,1208508,475408,5303300,5293452,4230133,959997,28906,74416,9848,20628985,48519336,
2012:Q4,Bottom50,5137581,3622708,2508690,1114018,1514873,351122,22869,35891,24640,11251,5054,339,4715,105687,116133,29451,297270,226141,131965,193290,4661528,4659167,2813611,1665599,77710,102247,2361,476053,60616477,
2013:Q1,TopPt1,8578816,1049198,685909,363290,7529617,712603,163505,899766,672990,226776,172308,149592,22715,3516830,117307,9339,94437,59153,1759960,24409,79474,78129,35545,12273,9608,20702,1345,8499342,121501,
2013:Q1,RemainingTop1,13078560,2345808,2008602,337206,10732752,1094111,363513,907157,665561,241596,485316,455728,29589,4069409,251584,191618,617580,903840,1787192,61432,510406,505522,351815,41740,6209,105757,4885,12568154,1087128,
2013:Q1,Next9,30290948,6814214,5821192,993023,23476733,2749549,731943,1352690,1013104,339586,303428,264492,38936,5807904,426912,973144,1997692,6235923,2674332,223217,2459601,2451124,2028402,221926,23913,176884,8477,27831347,10929161,
2013:Q1,Next40,26611400,9878493,7940603,1937890,16732907,2504855,338419,612175,419445,192730,78849,52536,26313,2183896,495921,590039,2303348,5940831,1204221,480353,5282874,5272931,4224671,945646,27989,74625,9943,21328526,48701284,
2013:Q1,Bottom50,5156438,3607951,2486269,1121682,1548487,356297,21741,34147,24282,9864,5134,144,4990,123651,116231,29608,309136,233280,125711,193551,4695210,4692793,2812465,1692189,81539,106601,2416,461228,60841271,
2013:Q2,TopPt1,8693130,1082008,714519,367489,7611122,726941,152404,758336,597342,160995,184703,161306,23398,3586319,118152,6371,97752,45002,1910458,24682,75963,74459,33176,12434,8932,19917,1504,8617167,121927,
2013:Q2,RemainingTop1,13151996,2415332,2070887,344445,10736664,1109508,359291,792914,615184,177730,476598,446843,29755,4101348,259950,198066,617611,922989,1836210,62178,510294,504612,351604,38842,4858,109309,5682,12641702,1090751,
2013:Q2,Next9,30734309,6967412,5974288,993124,23766897,2748702,722556,1214277,946041,268236,338977,301431,37546,5877046,429350,978423,1983063,6422692,2827613,224197,2481477,2472414,2034677,229006,24616,184114,9064,28252831,10967785,
2013:Q2,Next40,26999874,10060598,8130497,1930102,16939275,2531202,328041,519568,390475,129093,87820,61798,26022,2226604,490312,596035,2358311,6085558,1228558,487265,5317132,5306945,4242172,963808,28295,72669,10188,21682741,48876587,
2013:Q2,Bottom50,5223727,3671147,2549486,1121661,1552579,361831,21170,30494,23637,6857,5453,226,5227,124242,115865,29867,307486,241860,119629,194684,4667523,4664993,2752969,1716102,87814,108108,2530,556204,61058838,
2013:Q3,TopPt1,9050318,1097251,734929,362322,7953067,746918,153541,716077,572205,143872,182036,158023,24013,3817847,120437,2176,104085,30613,2054265,25072,71920,70515,31111,12732,7786,18885,1406,8978398,122335,26286594
2013:Q3,RemainingTop1,13522803,2493130,2139477,353653,11029674,1131287,368495,766094,604540,161554,474101,444207,29894,4290855,271248,205424,636423,943775,1878831,63139,507458,502093,352200,35827,2358,111707,5365,13015345,1094392,7537706
2013:Q3,Next9,31588617,7080990,6077031,1003960,24507626,2758452,736967,1185612,939244,246368,335863,299625,36238,6168709,436106,1022232,2041579,6623720,2972321,226065,2504306,2495512,2050634,236329,23030,185519,8793,29084311,11005055,1376361
2013:Q3,Next40,27706958,10303387,8378481,1924906,17403571,2571390,328151,497393,384404,112989,85829,60093,25736,2331279,488131,610335,2505504,6240342,1248892,496324,5363561,5353618,4276241,985596,25204,66577,9943,22343397,49042458,114789
2013:Q3,Bottom50,5326849,3744771,2623150,1121621,1582079,369761,21446,29351,23250,6101,5518,75,5443,132148,116271,30009,316780,250912,113110,196773,4663112,4660656,2709020,1759812,87537,104286,2456,663738,61265891,
2013:Q4,TopPt1,9368306,1118044,748930,369115,8250262,755216,155428,664950,521688,143262,191978,168566,23412,4085655,120154,1979,114521,33850,2101050,25481,75710,74243,31865,13277,8336,20765,1467,9292596,122722,
2013:Q4,RemainingTop1,13954300,2526639,2174128,352511,11427661,1173166,365559,736004,574398,161607,460794,432195,28599,4594453,271122,196887,673115,930686,1961275,64599,528225,522595,359626,40075,4746,118147,5630,13426075,1098025,
2013:Q4,Next9,32507662,7179653,6181605,998048,25328009,2784300,742768,1139336,890571,248765,364164,326468,37696,6509214,442147,1088365,2180061,6877062,2969287,231304,2538966,2529839,2034117,242893,25070,227758,9128,29968696,11040560,
2013:Q4,Next40,28290487,10510807,8574006,1936801,17779680,2571702,336627,484476,371645,112831,90977,66074,24903,2413880,498545,621695,2619472,6371067,1262500,508739,5456013,5445714,4300641,1017969,29416,97688,10299,22834474,49196750,
2013:Q4,Bottom50,5345618,3729976,2609117,1120859,1615642,370850,21358,29289,23164,6126,5230,291,4938,140619,118020,29515,331341,253229,114468,201722,4684956,4682407,2668794,1776253,93728,143632,2549,660662,61459876,
2014:Q1,TopPt1,9674871,1146938,761847,385091,8527933,782229,154013,655737,515271,140466,205968,183209,22758,4330304,119385,2923,121286,38182,2092597,25310,77797,76281,33600,13155,8478,21048,1516,9597074,123088,
2014:Q1,RemainingTop1,14353559,2577426,2228067,349359,11776134,1236114,358777,741474,582086,159388,443843,416573,27270,4876090,270069,187365,686781,902251,2008327,65045,536518,530671,364285,42808,6142,117435,5847,13817041,1101635,
2014:Q1,Next9,33173890,7283510,6302775,980735,25890380,2850317,741772,1149431,901093,248338,403065,364175,38890,6819513,446760,1118576,2227446,6992670,2908747,232083,2531579,2522155,2023151,238872,24614,235517,9424,30642312,11074296,
2014:Q1,Next40,28610285,10646101,8701490,1944610,17964185,2620578,342253,491677,380982,110695,99095,75084,24011,2488864,507756,625039,2622995,6397246,1258317,510365,5485325,5474693,4319279,1021147,30073,104194,10632,23124961,49339879,
2014:Q1,Bottom50,5339339,3706150,2586877,1119273,1633189,380089,21030,29604,23553,6051,5023,583,4440,148060,119498,29108,332389,250942,115583,201864,4636533,4633900,2609150,1780833,92453,151464,2633,702806,61641160,
2014:Q2,TopPt1,10063064,1174952,782269,392683,8888112,789716,141300,657999,496268,161732,206594,184463,22131,4592282,119352,3552,129338,42483,2180211,25287,81315,79714,35851,14067,8764,21032,1601,9981749,123434,
2014:Q2,RemainingTop1,14828223,2632097,2283708,348388,12196126,1276851,339196,759422,577005,182417,432843,406836,26008,5175385,270502,177912,709272,874250,2114732,65761,545755,539539,368840,47051,8304,115344,6216,14282468,1105207,
2014:Q2,Next9,33956498,7409971,6433716,976255,26546527,2874316,717470,1170323,891695,278627,407229,367219,40009,7155224,453608,1159159,2309077,7113851,2952260,234010,2541180,2531344,2021706,247428,25003,237206,9836,31415318,11106363,
2014:Q2,Next40,29015036,10831870,8872118,1959751,18183167,2618905,337657,512691,382031,130660,97358,74197,23161,2571578,518774,630434,2668974,6426697,1285358,514741,5558135,5547105,4350027,1058298,32307,106473,11030,23456901,49472900,
2014:Q2,Bottom50,5405230,3754976,2634510,1120466,1650254,380847,19903,30780,23696,7084,4632,663,3969,156299,121377,28655,338632,248791,117099,203239,4604742,4601999,2557461,1797158,93528,153851,2743,800488,61810842,
2014:Q3,TopPt1,10121589,1204384,795789,408595,8917205,802321,146179,651904,491298,160606,218085,196611,21474,4501272,118274,5402,134042,46911,2267719,25097,82432,80927,37836,14883,8878,19331,1505,10039157,123763,
2014:Q3,RemainingTop1,14940062,2688896,2342261,346635,12251166,1323264,339457,766770,584693,182076,414685,389943,24742,5127906,268885,167472,711242,844460,2220836,66190,546649,540845,374724,51035,9788,105298,5805,14393413,1108728,
2014:Q3,Next9,34177370,7531431,6562682,968749,26645939,2909281,729379,1182887,902159,280728,439690,398773,40918,7003193,457340,1161494,2310212,7220914,2996891,234658,2513127,2503478,2021113,254173,24099,204093,9649,31664243,11136858,
2014:Q3,Next40,29217165,11048803,9066463,1982340,18168361,2630598,349027,520814,390727,130086,103624,81340,22284,2517994,527216,627453,2618322,6444674,1312621,516018,5609005,5597918,4387824,1093092,32538,84464,11087,23608159,49596868,
2014:Q3,Bottom50,5395886,3755716,2628507,1127209,1640170,383845,20011,31147,24055,7092,4441,928,3512,148710,122677,28309,333029,246124,118644,203235,4566248,4563527,2517857,1829763,90959,124948,2721,829638,61970018,
2014:Q4,TopPt1,10396023,1229067,802844,426223,9166956,813585,150161,630637,480412,150225,212953,192077,20877,4678326,118460,6188,140972,51257,2339439,24977,84981,83555,39753,15659,9171,18972,1426,10311041,124075,
2014:Q4,RemainingTop1,15304315,2735052,2391207,343845,12569263,1368000,338464,757851,585829,172022,406562,382982,23580,5344022,269788,157621,727839,815765,2316603,66749,555415,549948,380671,55284,12462,101531,5467,14748900,1112185,
2014:Q4,Next9,34754129,7616210,6661635,954575,27137919,2941281,739242,1173443,902436,271007,428500,386657,41843,7223229,464888,1197912,2368285,7339476,3025809,235854,2514139,2504622,2019337,262241,24314,198729,9517,32239990,11165879,
2014:Q4,Next40,29511962,11198841,9201616,1997226,18313121,2638921,359651,515894,394994,120900,97475,75985,21490,2569068,538769,631645,2637491,6470659,1334938,518609,5681026,5669851,4424038,1128949,35017,81846,11175,23830936,49712839,
2014:Q4,Bottom50,5369029,3718308,2588416,1129892,1650721,386273,20042,30939,24271,6668,4007,918,3090,153211,124670,27845,335975,243803,120135,203822,4540214,4537502,2477708,1847406,91377,121010,2712,828815,62119786,
2015:Q1,TopPt1,10637707,1259327,818591,440736,9378380,854681,143041,626774,500200,126573,215779,195724,20055,4787486,118487,7379,147749,55674,2396524,24807,85891,84404,40752,15243,9498,18910,1487,10551816,124374,
2015:Q1,RemainingTop1,15629021,2787790,2446088,341702,12841231,1446931,325160,766000,618398,147603,392486,370310,22176,5493150,270384,147353,743969,786028,2402548,67223,565719,559983,387261,57697,15878,99148,5736,15063302,1115562,
2015:Q1,Next9,35322413,7730563,6786486,944077,27591849,3038241,726389,1193529,951365,242164,438000,395975,42025,7349881,471973,1221908,2424330,7450741,3040194,236663,2493291,2483439,2002185,256776,24759,199720,9852,32829122,11193526,
2015:Q1,Next40,29860738,11363946,9350801,2013145,18496792,2724883,360111,519081,419397,99684,97071,76643,20427,2594231,549932,633055,2654988,6490554,1352622,520262,5702647,5691119,4442132,1126866,38391,83730,11528,24158091,49821868,
2015:Q1,Bottom50,5372967,3703376,2570697,1132679,1669591,401689,19304,30746,25124,5622,3688,1047,2641,154713,126574,27410,338711,241204,121560,203992,4496949,4494145,2428607,1850521,92161,122855,2804,876018,62261245,
2015:Q2,TopPt1,10770113,1299381,840369,459012,9470732,861761,138385,592401,493385,99016,212762,193495,19267,4805951,117049,8618,152625,60168,2496319,24693,88404,86877,42227,15896,9826,18928,1527,10681709,124659,
2015:Q2,RemainingTop1,15823660,2854027,2513406,340621,12969632,1486631,314525,741366,623204,118162,382320,361468,20852,5552000,268072,136914,748941,755183,2515880,67801,580741,574829,395497,62047,20143,97142,5912,15242918,1118846,
2015:Q2,Next9,35659788,7886409,6944459,941950,27773378,3061174,718474,1160857,957275,203582,431918,389772,42146,7351212,474669,1244863,2437066,7554353,3100879,237913,2504345,2494231,2001237,265261,25329,202404,10114,33155443,11219897,
2015:Q2,Next40,30056877,11568600,9521462,2047138,18488277,2722639,362789,501366,425766,75601,92214,72792,19423,2584334,557500,634139,2621554,6504184,1384578,522981,5795145,5783306,4490082,1163766,42648,86810,11839,24261732,49925011,
2015:Q2,Bottom50,5405667,3743222,2596858,1146365,1662445,402328,18733,29810,25416,4393,3305,1079,2226,152241,127671,26969,335183,238317,123249,204639,4500328,4497447,2407567,1870771,92871,126238,2881,905339,62395492,
2015:Q3,TopPt1,10501485,1309926,855752,454174,9191559,865605,150892,662360,565322,97038,210102,191732,18370,4383105,114512,11314,152431,64831,2551588,24821,90662,89193,43927,16632,10087,18546,1470,10410822,124934,
2015:Q3,RemainingTop1,15620161,2902856,2560562,342294,12717305,1522318,322274,828205,711580,116625,371594,352158,19437,5169248,263568,125384,724053,721967,2599885,68808,592827,587156,403459,66080,24414,93204,5671,15027334,1122024,
2015:Q3,Next9,35290744,7979474,7027066,952408,27311270,3076898,745598,1295417,1092190,203227,426505,384701,41804,6738895,474076,1222828,2335205,7639684,3115134,241028,2508114,2498058,2003247,272902,25254,196655,10056,32782630,11245089,
2015:Q3,Next40,30051633,11831645,9765030,2066615,18219988,2712151,381755,560965,486793,74171,87459,69157,18302,2400433,562381,625628,2453423,6503564,1402026,530203,5883506,5871538,4540796,1200570,46201,83971,11968,24168126,50023323,
2015:Q3,Bottom50,5416840,3794287,2646082,1148205,1622553,401578,19321,31561,27216,4345,2938,1120,1818,130475,128166,26671,315066,234782,124697,207298,4510362,4507475,2386908,1906882,91688,121997,2887,906478,62523625,
2015:Q4,TopPt1,10698447,1319604,863730,455874,9378843,895207,156159,608765,568993,39772,208593,190999,17594,4571499,113837,11610,160040,69254,2558847,25033,92047,90617,46465,15565,10360,18226,1430,10606400,125201,
2015:Q4,RemainingTop1,15926522,2944306,2601608,342698,12982217,1587761,321859,778976,728450,50526,360082,341882,18201,5395303,262748,115292,746717,692007,2651506,69965,604954,599452,409975,67732,32212,89533,5502,15321568,1125081,
2015:Q4,Next9,35825013,8051653,7095563,956090,27773360,3149055,757634,1214583,1116559,98024,423893,382243,41650,6977347,479083,1276084,2416383,7755051,3079456,244791,2506815,2496762,2015692,262058,26806,192206,10054,33318198,11269203,
2015:Q4,Next40,30459570,12049515,9964205,2085310,18410054,2768769,393970,528789,501269,27520,83494,66150,17344,2458240,571862,632959,2503787,6525521,1403663,539000,5926350,5914220,4598945,1178533,54685,82057,12130,24533220,50117859,
2015:Q4,Bottom50,5451443,3805858,2655204,1150654,1645585,412039,19401,29504,27751,1753,2637,1180,1457,135652,129686,26114,321810,232241,125842,210659,4455961,4453056,2364729,1876342,93042,118943,2906,995482,62646741,
2016:Q1,TopPt1,10844455,1348732,876097,472635,9495723,928330,150432,626969,591450,35519,221195,204136,17059,4648707,113284,12715,166149,73761,2529103,25078,92818,91320,47483,15268,10532,18038,1498,10751637,125459,
2016:Q1,RemainingTop1,16154030,2993611,2652420,341191,13160419,1657238,309841,811032,765375,45657,336635,319370,17265,5509505,262155,104537,760707,660862,2677083,70824,618460,612659,417971,70097,38112,86479,5800,15535571,1128004,
2016:Q1,Next9,36279962,8152536,7201680,950856,28127426,3229045,747775,1261994,1171840,90154,458668,416613,42055,7061404,484467,1304567,2464299,7862313,3005623,247270,2489830,2479420,2003868,258669,26314,190570,10409,33790132,11292335,
2016:Q1,Next40,30769819,12211954,10099629,2112325,18557865,2834704,396060,553380,528971,24409,90232,73552,16680,2472496,581676,634990,2515519,6541185,1392900,544723,5966721,5954226,4631313,1181556,59222,82136,12495,24803099,50209676,
2016:Q1,Bottom50,5452846,3791807,2631571,1160236,1661038,424042,18752,30158,28577,1580,2643,1490,1152,136001,131276,25632,323791,229406,126692,212645,4429246,4426242,2331448,1886646,89700,118449,3003,1023600,62765939,
2016:Q2,TopPt1,11128951,1397020,897013,500007,9731931,925499,136324,639241,615799,23441,225973,209346,16627,4794575,113965,13265,172513,79511,2605812,25252,94864,93331,48737,15749,10728,18116,1533,11034087,125713,
2016:Q2,RemainingTop1,16517551,3074403,2736328,338075,13443148,1684369,289079,835429,804636,30793,319094,302631,16463,5692185,263995,94012,776447,643310,2773319,71910,635288,629330,427246,74154,43194,84736,5958,15882263,1130778,
2016:Q2,Next9,36914903,8352300,7414675,937626,28562602,3229998,720823,1293614,1230691,62924,472572,429916,42656,7241458,493567,1350605,2518972,7945231,3045016,250745,2497706,2487048,2001680,265962,24780,194627,10658,34417197,11314585,
2016:Q2,Next40,31162536,12468998,10326357,2142641,18693538,2807527,389958,574017,558367,15650,90966,74823,16143,2514529,594561,640646,2535910,6574580,1417974,552870,6058734,6045934,4683257,1214609,61849,86219,12800,25103802,50299828,
2016:Q2,Bottom50,5461684,3795025,2621648,1173376,1666659,420450,17551,30459,29410,1049,2541,1665,877,139352,133550,25084,326832,226822,128308,215711,4433640,4430563,2316938,1906319,84189,123116,3077,1028043,62882316,
2016:Q3,TopPt1,11344597,1394812,910373,484439,9949784,954135,128932,597628,590706,6921,222979,206890,16089,4955291,113736,13676,180272,85248,2672578,25308,97741,96331,50724,16449,10938,18219,1410,11246855,125962,34019916
2016:Q3,RemainingTop1,16844055,3114547,2773327,341220,13729508,1748196,275276,799451,790075,9376,308159,292592,15566,5889302,263993,83451,800411,626102,2862386,72781,651087,645659,435425,77972,49148,83114,5428,16192969,1133391,8722108
2016:Q3,Next9,37428202,8419510,7463709,955801,29008693,3300227,707216,1226892,1206814,20078,465402,422576,42826,7442439,499938,1401222,2605098,8032504,3074451,253304,2515564,2505184,2009516,273458,23093,199116,10380,34912639,11336051,1548843
2016:Q3,Next40,31680047,12766437,10608160,2158277,18913610,2862256,390125,556427,552035,4392,85495,70006,15490,2562967,605257,647207,2593603,6611504,1439924,558844,6163060,6150254,4744031,1250568,65065,90591,12806,25516987,50389371,124200
2016:Q3,Bottom50,5607705,3918519,2747066,1171454,1689185,430536,16792,29842,29531,310,2307,1703,603,143349,135330,24512,334465,224376,129876,217801,4455938,4452903,2303651,1943143,77948,128160,3036,1151766,62996970,
2016:Q4,TopPt1,11302318,1397688,925749,471939,9904631,956323,117003,554713,554713,0,224650,208761,15889,4954963,116195,13644,174410,82047,2684926,25756,100026,98719,50793,17069,10039,20818,1307,11202292,126209,
2016:Q4,RemainingTop1,16940268,3152280,2811725,340555,13787988,1730032,277485,757607,757607,0,326914,311501,15413,6010635,268909,83714,790509,632390,2836072,73721,652867,647910,443054,76444,45149,83262,4957,16287401,1135831,
2016:Q4,Next9,37691978,8552630,7575200,977430,29139348,3370113,698256,1167606,1167606,0,426212,383893,42320,7525057,496362,1379499,2652137,8069663,3095883,258558,2526045,2516104,2035027,278018,21957,181102,9941,35165932,11356825,
2016:Q4,Next40,32027295,13013060,10845011,2168049,19014236,2937076,385788,537601,537601,0,80283,64039,16244,2569227,601244,644400,2605018,6652357,1435254,565988,6209675,6197120,4761876,1279243,64985,91016,12554,25817621,50479170,
2016:Q4,Bottom50,5636328,3923947,2745191,1178755,1712382,440897,15830,28706,28706,0,2151,1513,639,140890,134782,25587,340366,226313,134001,222858,4491753,4488815,2301180,1985664,81166,120806,2938,1144575,63110819,
2017:Q1,TopPt1,11592677,1414807,943410,471397,10177870,972418,101727,541054,541054,0,238040,222483,15557,5218922,120805,11608,172430,78672,2696389,25805,102442,100997,51170,16525,9218,24084,1445,11490235,126455,
2017:Q1,RemainingTop1,17377723,3197882,2859234,338648,14179841,1727863,275990,749881,749881,0,333964,318843,15121,6401603,278074,85282,803998,640856,2808385,73945,655032,649493,449637,72617,40489,86751,5538,16722691,1138112,
2017:Q1,Next9,38642706,8713634,7719584,994051,29929071,3470917,682043,1166389,1166389,0,419133,377729,41404,7977658,499184,1419445,2791826,8125372,3116367,260736,2538913,2528605,2062735,268204,20490,177175,10308,36103793,11376979,
2017:Q1,Next40,32629632,13215335,11027748,2187587,19414297,3048485,377927,539751,539751,0,84254,67335,16918,2679507,602489,654543,2723579,6707790,1430228,565745,6222231,6209468,4778763,1265819,63591,101294,12763,26407401,50569332,
2017:Q1,Bottom50,5727840,3962364,2768845,1193519,1765477,457357,14646,28267,28267,0,2206,1542,664,149848,135407,26448,359611,228900,138171,224615,4514227,4511209,2294224,2007259,83558,126168,3018,1213614,63224060,
2017:Q2,TopPt1,11869242,1426310,964641,461669,10442932,943236,90917,550930,550930,0,242901,227437,15464,5341213,124374,10176,168644,75330,2869219,25992,105592,104093,51672,16875,8209,27337,1499,11763650,126699,
2017:Q2,RemainingTop1,17757677,3246159,2909031,337128,14511518,1672249,279387,769381,769381,0,348760,333671,15089,6651786,285133,86450,807590,648695,2887682,74405,663551,657797,456625,70550,40477,90145,5754,17094127,1140248,
