Date,Category,Assets,Nonfinancial assets,Real estate,Consumer durables,Financial assets,Deposits,Money market fund shares,Debt securities,U.S. government and municipal securities,Corporate and foreign bonds,Loans (Assets),Other loans and advances (Assets),Mortgages,Corporate equities and mutual fund shares,Life insurance reserves,Annuities,DC pension entitlements,DB pension entitlements,Miscellaneous other equity,Miscellaneous assets,Liabilities,Loans (Liabilities),Home mortgages,Consumer credit,Depository institutions loans n.e.c.,Other loans and advances (Liabilities),Deferred and unpaid life insurance premiums,Net worth,Household count
2015:Q2,ageunder40,7651035,3659505,2692960,966545,3991530,851555,46375,172593,126976,45617,25878,22888,2990,815039,145427,96085,547764,440057,704434,146324,3401646,3398472,2059373,1285458,38681,14961,3174,4249389,35465788
2015:Q3,age70plus,21617944,5802421,4931841,870580,15815523,2490862,496319,1145841,990473,155369,349241,301673,47568,5317086,332988,39756,446373,2731816,2168139,297101,1109414,1102807,695101,219075,13402,175228,6607,20508530,20932229
2015:Q3,age55to69,43409637,10224209,8502558,1721651,33185428,3312626,859798,1549593,1327105,222488,552399,517822,34577,8624708,667588,1216871,2849461,8901510,4271887,378987,3799155,3785487,2730580,719656,95312,239939,13668,39610482,34037464
2015:Q3,age40to54,24378466,8107002,6692691,1414311,16271464,1936329,214227,503479,433392,70086,170270,154954,15316,4221504,397364,661447,2169507,3097274,2651454,248609,5246656,5238055,3897500,1208331,46249,85976,8601,19131810,34602200
2015:Q3,ageunder40,7474816,3684555,2727402,957153,3790260,838733,49496,179595,132131,47463,26688,24418,2270,658858,144764,93751,514837,434228,701851,147461,3430247,3427071,2055156,1316004,42681,13231,3176,4044569,35467102
2015:Q4,age70plus,22179901,5933366,5050665,882701,16246535,2550570,516483,1069540,1007219,62321,325915,278235,47679,5603373,342782,40196,469043,2810120,2211792,306722,1136432,1129779,719927,216208,14132,179512,6653,21043469,21078935
2015:Q4,age55to69,44158839,10336687,8601318,1735369,33822152,3417157,863001,1455659,1358888,96770,557368,524644,32724,8975171,672888,1255791,2949221,8967257,4325947,382693,3776346,3762670,2740917,695117,99561,227076,13676,40382493,34208642
2015:Q4,age40to54,24549072,8211906,6791838,1420067,16337166,1986969,218251,465232,437303,27930,167490,153276,14214,4307988,396840,670787,2207479,3065218,2599983,250929,5253913,5245403,3921299,1188639,52765,82701,8510,19295159,34510783
2015:Q4,ageunder40,7473183,3688977,2736490,952487,3784206,858137,51289,170186,139614,30573,27927,26299,1628,651508,144707,95284,522994,431479,681591,149104,3419437,3416255,2053663,1300267,50648,11677,3182,4053746,35485725
2016:Q1,age70plus,22730010,6094721,5189352,905369,16635289,2617297,521837,1104943,1049406,55537,331594,283193,48402,5755090,353128,39267,485416,2887371,2224991,314355,1161049,1153875,735439,217770,14436,186231,7173,21568962,21226400
2016:Q1,age55to69,44723333,10425492,8678084,1747409,34297841,3529874,836530,1526151,1438999,87153,576267,544741,31526,9133994,678441,1275879,3007563,9022286,4326667,384189,3759442,3745346,2740218,686817,98892,219420,14096,40963891,34361261
2016:Q1,age40to54,24591170,8275094,6852433,1422661,16316076,2043680,213426,476777,451447,25330,168375,155159,13216,4319871,396490,671642,2213035,3029497,2531319,251965,5254761,5246032,3916360,1195547,54611,79514,8729,19336408,34406916
2016:Q1,ageunder40,7456599,3703333,2741528,961805,3753266,882508,51068,175662,146361,29301,33137,32069,1068,619159,144798,95652,524451,428373,648425,150032,3421821,3418614,2040065,1312102,55941,10506,3207,4034778,35526836
2016:Q2,age70plus,23463282,6347941,5413630,934311,17115341,2624577,515161,1130841,1094451,36390,319207,269870,49337,5993955,367289,39293,503379,2971737,2326109,323794,1197435,1189877,751828,225858,14596,197595,7558,22265846,21374396
2016:Q2,age55to69,45521581,10607979,8852185,1755794,34913602,3550751,787432,1583665,1525036,58629,588306,557717,30589,9407839,688497,1309098,3074003,9064765,4472134,387113,3788186,3773799,2754664,700589,95959,222587,14386,41733395,34494884
2016:Q2,age40to54,24699954,8366931,6945609,1421322,16333023,2028556,201857,483124,466261,16864,167199,154915,12284,4376303,398492,678219,2225192,3004703,2515537,253841,5281485,5272634,3926726,1215325,54067,76516,8851,19418469,34288327
2016:Q2,ageunder40,7500807,3764895,2784598,980297,3735912,863960,49285,175129,153155,21974,36434,35878,556,604003,145361,97001,528101,428249,656648,151741,3453125,3449895,2044640,1335021,60118,10117,3230,4047682,35595612
2016:Q3,age70plus,24058227,6469447,5530757,938690,17588780,2685863,518037,1084456,1073845,10611,288375,238586,49788,6254235,379012,39570,527963,3059540,2419885,331845,1239431,1232183,773378,234672,14774,209360,7248,22818796,21522696
2016:Q3,age55to69,46264622,10742640,8968443,1774197,35521982,3650266,755790,1496837,1479025,17812,593916,564561,29355,9704838,694857,1345699,3179337,9109755,4602281,388408,3816440,3802379,2769375,713927,92602,226475,14061,42448182,34609070
2016:Q3,age40to54,24992336,8574900,7142487,1432413,16417437,2074472,195684,458982,453979,5003,164283,152915,11368,4440999,398547,686099,2267155,2981378,2495081,254758,5325333,5316815,3945849,1243712,53688,73565,8518,19667003,34152746
2016:Q3,ageunder40,7589421,3826840,2860949,965891,3762582,884750,48830,169964,162312,7652,37769,37707,63,593276,145840,98701,539395,429062,661969,153026,3502185,3498952,2054747,1369278,65128,9800,3233,4087236,35697233
2016:Q4,age70plus,24199337,6547130,5599325,947805,17652206,2738068,513752,1051397,1051397,0,285729,236107,49622,6278832,376797,44501,546745,3100833,2377246,338307,1254599,1247968,791421,245822,15236,195491,6630,22944738,21671136
2016:Q4,age55to69,46402038,10914676,9135297,1779379,35487362,3687696,738537,1401876,1401876,0,570217,541292,28925,9794878,685731,1328362,3188826,9127422,4570454,393363,3818397,3804960,2757880,735418,96754,214908,13437,42583641,34703774
2016:Q4,age40to54,25347349,8710686,7263118,1447568,16636663,2111158,194077,431932,431932,0,170109,158260,11849,4533492,406826,674963,2283041,2990425,2581736,258903,5335922,5327570,3943173,1257112,50347,76937,8353,20011427,33998888
2016:Q4,ageunder40,7649464,3867111,2905135,961976,3782353,897519,47995,161029,161029,0,34157,34047,110,593570,148138,99018,543828,444091,656700,156308,3571449,3568171,2099456,1398087,60960,9668,3278,4078015,35835056
2017:Q1,age70plus,24828297,6660380,5693220,967160,18167917,2815241,504246,1059680,1059680,0,308323,259293,49030,6637931,381010,52984,584969,3150110,2333770,339652,1275063,1267973,811928,247670,15590,192784,7090,23553235,21819820
2017:Q1,age55to69,47264149,11067804,9282201,1785603,36196345,3759527,711900,1383740,1383740,0,556811,528668,28143,10336953,684637,1357741,3312054,9163190,4536515,393276,3812446,3798697,2741734,726833,99681,230448,13749,43451703,34780535
2017:Q1,age40to54,26011956,8828238,7366571,1461667,17183719,2173883,189658,422353,422353,0,178483,166142,12341,4796534,419101,684026,2385342,3006781,2667433,260124,5321913,5313042,3939634,1246665,45983,80761,8870,20690044,33829418
2017:Q1,ageunder40,7866175,3947600,2976828,970772,3918576,928388,46530,159569,159569,0,33979,33828,150,656120,151212,102575,569078,461509,651822,157793,3623423,3620060,2143232,1409256,56093,11479,3363,4242753,36005164
2017:Q2,age70plus,25349305,6766698,5789866,976831,18582607,2815561,501890,1103983,1103983,0,313418,264073,49345,6822636,382214,60515,616670,3199065,2423798,342857,1303456,1296278,833037,257040,16340,189861,7178,24045848,21968913
2017:Q2,age55to69,47999647,11231557,9445237,1786320,36768091,3715222,697439,1430095,1430095,0,536980,508958,28021,10636468,679392,1372896,3389821,9192476,4722539,394762,3838648,3824916,2731832,740794,107111,245178,13732,44160999,34841288
2017:Q2,age40to54,26589385,8991504,7518294,1473210,17597881,2148184,188985,425990,425990,0,184601,171660,12941,4967589,429151,686913,2452875,3020620,2830752,262223,5334967,5325821,3941982,1251290,48032,84518,9145,21254419,33647988
2017:Q2,ageunder40,8077137,4055445,3085737,969708,4021692,904703,46018,157862,157862,0,31514,31293,220,687357,154180,105327,587205,479110,708304,160113,3702352,3698913,2195709,1433585,56368,13252,3439,4374785,36201819
2017:Q3,age70plus,25786568,6865882,5883380,982501,18920686,2847915,522117,1086893,1086893,0,316893,268873,48020,7033493,386034,68271,652876,3249259,2403149,353786,1326445,1319323,853423,265727,16700,183473,7122,24460123,22118584
2017:Q3,age55to69,48593276,11403520,9618453,1785067,37189756,3716474,721200,1364711,1364711,0,516203,489578,26625,10966689,677252,1389618,3489035,9220292,4725015,403266,3856127,3842539,2727136,753593,109917,251894,13588,44737149,34887966
2017:Q3,age40to54,27149364,9144513,7660496,1484018,18004851,2157437,200110,407091,407091,0,190341,176860,13481,5149891,440676,690470,2536457,3034106,2930029,268243,5351046,5341719,3947054,1262205,44331,88129,9327,21798318,33458248
2017:Q3,ageunder40,8264626,4148114,3183547,964567,4116512,903962,48426,156958,156958,0,29085,28837,249,724184,157530,108305,609906,497277,715416,165462,3793046,3789532,2255189,1467658,52198,14488,3514,4471580,36419281
2017:Q4,age70plus,26464933,6941143,5943003,998139,19523790,2903608,547435,1111170,1111170,0,298871,251530,47341,7432195,390135,76493,692768,3301271,2412110,357734,1360706,1353690,873256,277696,17247,185491,7016,25104227,22268999
2017:Q4,age55to69,49567801,11543058,9744891,1798167,38024743,3749899,753072,1372417,1372417,0,487367,461679,25688,11541956,675232,1410983,3604307,9248682,4775748,405080,3899395,3885997,2718913,775047,114758,277279,13398,45668406,34922504
2017:Q4,age40to54,27864527,9296146,7792217,1503930,18568380,2191120,213965,403053,403053,0,192960,178830,14130,5421662,452182,696014,2631953,3048192,3046790,270489,5367355,5357880,3947504,1275060,43382,91934,9475,22497172,33263849
2017:Q4,ageunder40,8512158,4233825,3266425,967400,4278333,919684,51551,155645,155645,0,24004,23702,301,797307,161027,111701,636203,516123,736842,168247,3886516,3882926,2312672,1502982,50216,17056,3590,4625641,36651813
2018:Q1,age70plus,26743572,7092824,6072166,1020659,19650748,2998325,541914,1148209,1148209,0,303332,256930,46402,7368810,392174,82219,707208,3350758,2395570,362230,1383189,1375270,895389,279495,17884,182501,7919,25360384,22420327
2018:Q1,age55to69,49789937,11762239,9953954,1808285,38027698,3837652,731577,1400588,1400588,0,467801,443278,24523,11499411,670397,1398008,3565018,9265321,4784670,407254,3885861,3871800,2696653,763389,120455,291303,14061,45904076,34946834
2018:Q1,age40to54,28264176,9475271,7954664,1520606,18788905,2265579,211417,402961,402961,0,198238,183405,14833,5468248,462239,687226,2612307,3058223,3149519,272948,5350015,5339784,3939105,1261689,43427,95563,10231,22914161,33068444
2018:Q1,ageunder40,8706164,4367952,3388622,979330,4338212,962882,50646,154037,154037,0,21834,21483,351,783270,164428,112857,635351,534461,747153,171292,3944420,3940718,2357543,1515303,49018,18854,3702,4761744,36893677
2018:Q2,age70plus,27119797,7188407,6148781,1039626,19931390,3005297,556128,1210367,1210367,0,311942,266658,45284,7463100,396655,89167,735477,3403375,2395165,364716,1406102,1398317,919192,288011,18897,172217,7785,25713695,22572734
2018:Q2,age55to69,50184667,11873799,10056700,1817099,38310868,3796975,743302,1470076,1470076,0,450157,426970,23187,11664580,668464,1399839,3602884,9287167,4819963,407462,3892592,3878751,2686850,771664,130360,289877,13841,46292075,34962893
2018:Q2,age40to54,28687189,9599517,8062433,1537085,19087672,2244460,219349,410241,410241,0,203967,188356,15611,5592229,473720,684855,2650985,3071017,3262493,274355,5362586,5352230,3944743,1260692,47777,99017,10356,23324603,32875683
2018:Q2,ageunder40,8872803,4481372,3494281,987090,4391431,943563,52338,151271,151271,0,20237,19836,401,799351,168117,115062,648659,553710,765520,173605,4028274,4024492,2416066,1537808,51021,19598,3782,4844529,37139135
2018:Q3,age70plus,27762466,7300331,6245632,1054700,20462135,2996892,558822,1298788,1298788,0,323422,279283,44139,7800110,402003,96310,775859,3459749,2380222,369958,1433149,1425092,942398,298489,19355,164850,8057,26329317,22726387
2018:Q3,age55to69,50987337,12021789,10200860,1820929,38965548,3733867,735118,1584031,1584031,0,433900,412112,21789,12143854,667438,1402905,3705970,9316314,4832072,410078,3911532,3897575,2682274,786565,133693,295043,13957,47075804,34972613
2018:Q3,age40to54,29252459,9718497,8167593,1550905,19533962,2207715,221210,424224,424224,0,210044,193548,16497,5830215,485659,683214,2738581,3087515,3368444,277139,5386482,5375761,3954296,1273568,45319,102578,10721,23865977,32689219
2018:Q3,ageunder40,9062736,4578024,3586840,991184,4484712,913145,52502,145859,145859,0,19020,18562,458,862301,171919,117380,674106,573957,777565,176958,4128612,4124736,2480051,1575943,47917,20825,3875,4934124,37382448
2018:Q4,age70plus,26565951,7193357,6122776,1070581,19372594,3063976,610953,1390382,1390382,0,318542,275533,43009,6551415,394706,97383,734762,3502751,2330427,377294,1451294,1443815,963964,310721,20581,148549,7479,25114657,22881456
2018:Q4,age55to69,48905855,11807786,9972119,1835667,37098068,3777160,809888,1703511,1703511,0,411578,391225,20353,10567751,650640,1327022,3342926,9304054,4789064,414473,3915966,3902599,2669089,804915,146209,282386,13367,44989889,34977928
2018:Q4,age40to54,28591843,9653687,8080980,1572707,18938156,2250495,249508,437295,437295,0,213586,196066,17520,5337571,489955,649277,2484065,3089220,3456229,280956,5405989,5395399,3954163,1282937,52078,106220,10591,23185854,32512701
2018:Q4,ageunder40,8784460,4567620,3574970,992650,4216840,935357,59314,137956,137956,0,15931,15406,525,620102,174570,114219,614177,590652,773491,181072,4219094,4215152,2534401,1608469,51458,20824,3942,4565366,37617878
2019:Q1,age70plus,28189661,7276223,6169886,1106337,20913438,3145248,650282,1476880,1476880,0,328157,285949,42208,7709940,404202,108826,808459,3573182,2329967,378295,1462562,1454558,983566,312469,20463,138061,8004,26727099,23038105
2019:Q1,age55to69,51042039,11754122,9916526,1837596,39287917,3838845,862814,1813398,1813398,0,395334,376227,19107,12107189,654520,1382888,3626249,9367530,4826060,413090,3876740,3863052,2645041,793249,142335,282428,13688,47165298,34980774
2019:Q1,age40to54,29641758,9579694,7996571,1583123,20062064,2307492,271302,447224,447224,0,219334,200586,18749,5958697,504452,669995,2706377,3121169,3574298,281722,5376003,5364900,3942390,1269552,42954,110004,11103,24265755,32349782
2019:Q1,ageunder40,9194610,4617858,3596982,1020876,4576751,966880,64507,128373,128373,0,14567,13948,619,840771,178716,120176,672772,614336,792925,182728,4264467,4260424,2575941,1619200,43557,21726,4044,4930142,37839688
2019:Q2,age70plus,28958361,7534027,6408779,1125248,21424334,3136949,641930,1582354,1582354,0,346497,305201,41296,7954923,407668,118073,848550,3620047,2385975,381365,1483985,1476344,1000116,322088,21231,132909,7641,27474376,23196504
2019:Q2,age55to69,52100673,12127348,10289929,1837419,39973325,3774500,834023,1958878,1958878,0,382518,364814,17704,12460918,650882,1409114,3715461,9420514,4952987,413530,3907949,3894670,2643611,808664,148895,293501,13279,48192724,34983083
2019:Q2,age40to54,30363067,9830112,8234787,1595324,20532956,2272960,267305,460356,460356,0,226627,206441,20186,6158988,515433,678735,2787069,3155449,3726432,283600,5390520,5379412,3947213,1274646,43816,113736,11108,24972547,32204112
2019:Q2,ageunder40,9472942,4797169,3768564,1028605,4675773,934685,63056,113729,113729,0,14230,13503,726,885916,182242,124047,695634,637663,839497,185074,4357050,4352935,2640023,1646710,42796,23406,4115,5115892,38042139
2019:Q3,age70plus,29037317,7493498,6360326,1133171,21543819,3158843,715512,1618777,1618777,0,371590,331309,40282,7847392,411455,126278,874168,3665190,2371449,383165,1506900,1498974,1020246,331802,21395,125531,7927,27530416,23356819
2019:Q3,age55to69,52104776,12057431,10204475,1852956,40047345,3752356,944565,1971612,1971612,0,372065,355931,16134,12368220,647584,1420938,3720727,9467458,4968993,412827,3926333,3912935,2641297,822344,148766,300527,13398,48178443,34986790
2019:Q3,age40to54,30764115,9954501,8333831,1620669,20809614,2270748,308297,455342,455342,0,235254,213359,21894,6207507,526780,681914,2808015,3189019,3841730,285008,5414935,5403448,3958700,1287764,39393,117591,11487,25349180,32079344
2019:Q3,ageunder40,9544651,4848372,3830445,1017927,4696279,922982,73114,108791,108791,0,14661,13809,852,862048,185685,126839,702555,660215,852573,186815,4451230,4447025,2701733,1682238,38247,24806,4205,5093422,38219493
2019:Q4,age70plus,30243595,7515111,6364290,1150821,22728485,3274063,760248,1582900,1582900,0,360423,322774,37649,8744212,419792,124930,898356,3723222,2443836,396503,1516015,1508077,1021165,337759,23044,126110,7938,28727580,23519205
2019:Q4,age55to69,53273664,12016678,10146090,1870587,41256987,3882334,1000367,1883833,1883833,0,384411,367011,17399,13143518,659705,1429100,3968405,9489101,4995619,420595,3970858,3957361,2656467,848342,145444,307109,13497,49302806,34993750
2019:Q4,age40to54,30944311,9868305,8245316,1622990,21076006,2361812,320502,438913,438913,0,219109,198434,20675,6300238,521401,704827,2912177,3259406,3749822,287798,5453874,5442598,3971396,1309532,46003,115666,11276,25490437,31978931
2019:Q4,ageunder40,9952896,4843093,3816148,1026945,5109803,1005038,76739,132366,132366,0,17270,14405,2865,1066020,185351,131553,743354,690995,869526,191590,4508930,4504744,2742292,1696558,39708,26187,4186,5443966,38366375
2020:Q1,age70plus,28710916,7789421,6621909,1167512,20921495,3394902,900213,1559178,1554925,4253,435018,399607,35411,6608506,423514,113888,788280,3744046,2553956,399994,1514264,1505203,1023012,326144,25871,130175,9061,27196652,23683763
2020:Q1,age55to69,50370855,12379956,10496401,1883555,37990899,4018831,1219649,1821003,1815228,5775,427647,409070,18577,10134118,666257,1318572,3479015,9406850,5079274,419683,3973229,3958748,2661464,824827,152259,320197,14481,46397626,35005501
2020:Q1,age40to54,29577962,10064768,8441320,1623448,19513194,2459025,384595,426587,425140,1447,217205,197594,19610,5082846,513689,679937,2489623,3293059,3680492,286136,5458905,5447224,3979535,1292139,61824,113727,11681,24119057,31905537
2020:Q1,ageunder40,9801921,4985605,3950585,1035020,4816316,1090614,93963,151798,151588,211,28957,24314,4643,685704,184376,127679,645702,711714,903342,192467,4518514,4514320,2769082,1670009,47233,27997,4194,5283407,38478868
2020:Q2,age70plus,31176474,7970433,6798988,1171445,23206040,3634219,972153,1433513,1381161,52352,426609,393394,33215,8475185,440753,118824,863129,3789894,2639976,411785,1505969,1497247,1026511,320214,26876,123647,8722,29670504,23850581
2020:Q2,age55to69,53393320,12571021,10689549,1881471,40822299,4315452,1320056,1580561,1516888,63673,439741,420298,19442,12137139,688851,1405543,3990514,9394158,5124331,425954,3962156,3947858,2673679,816781,143673,313725,14298,49431164,35023503
2020:Q2,age40to54,30753583,10152431,8535770,1616660,20601152,2674875,410903,394439,377345,17095,203871,185228,18643,5631176,513965,735837,2791620,3355373,3600582,288511,5466736,5455445,3999581,1281041,62673,112150,11291,25286848,31861630
2020:Q2,ageunder40,10619762,5069385,4038346,1031039,5550377,1259627,101165,174765,174765,0,31052,24867,6186,1067573,184350,137798,735060,738301,924474,196212,4522866,4518713,2800797,1644431,45041,28445,4153,6096896,38553415
2020:Q3,age70plus,32861365,8341808,7116633,1225175,24519556,3718652,938178,1369995,1369995,0,399336,367851,31485,9554137,457415,120598,891322,3828402,2811791,429730,1536562,1527954,1035876,322424,27519,142135,8608,31324802,24019748
2020:Q3,age55to69,55276032,13056198,11122500,1933698,42219833,4400040,1237082,1488511,1488511,0,442877,422474,20403,13144557,710608,1453899,4244943,9361757,5298124,437438,4043042,4028744,2709060,832067,134509,353108,14298,51232990,35049214
2020:Q3,age40to54,31423703,10435515,8794080,1641435,20988188,2737816,379944,369288,369288,0,188786,170966,17820,5836245,514179,776591,2911769,3413096,3566608,293867,5537148,5526114,4051845,1301925,62171,110173,11034,25886555,31849675
2020:Q3,ageunder40,11246881,5272252,4202928,1069324,5974629,1317271,92942,185100,185100,0,30764,23186,7578,1295498,183993,145001,775494,762267,984350,201950,4584366,4580252,2854836,1651204,42240,31972,4113,6662515,38586463
2020:Q4,age70plus,35650431,8682216,7407957,1274259,26968216,3908328,921551,1383141,1383141,0,415165,385374,29792,11482370,480266,121604,951139,3891422,2975307,437922,1588462,1580262,1055403,328622,29027,167210,8200,34061969,24191352
2020:Q4,age55to69,58623563,13481171,11500051,1981120,45142392,4626463,1186756,1497246,1497246,0,462420,441278,21142,15174743,739482,1493260,4667961,9396985,5456566,440509,4129762,4115691,2729741,849910,131793,404246,14071,54493801,35084095
2020:Q4,age40to54,32722920,10697089,9031847,1665242,22025831,2906909,359888,367641,367641,0,180755,163684,17071,6400305,518131,814362,3154383,3499106,3529359,294993,5618338,5607705,4109347,1321858,67649,108851,10632,27104583,31872140
2020:Q4,ageunder40,12107775,5448946,4347293,1101653,6658829,1448204,87429,194296,194296,0,34918,26134,8784,1678895,183872,151356,846302,791530,1038242,203784,4620865,4616805,2888704,1648636,43217,36248,4060,7486910,38574457
2021:Q1,age70plus,37628554,9192075,7869108,1322967,28436478,4134949,958599,1137387,1137387,0,417383,388086,29297,12706912,486449,117451,965577,3937857,3129741,444174,1618287,1609118,1068380,325556,29954,185228,9169,36010266,24365481
2021:Q1,age55to69,60698745,14124164,12108739,2015426,46574581,4901502,1226783,1147842,1147842,0,476162,453404,22757,16331998,748834,1470880,4841120,9388152,5599346,441962,4178757,4163842,2748771,846504,126405,442163,14914,56519988,35129604
2021:Q1,age40to54,33601926,11051394,9369636,1681758,22550533,3114714,368453,304177,304177,0,171570,154985,16585,6670604,513226,827787,3223293,3571981,3489209,295518,5676444,5665474,4159498,1328249,69819,107909,10969,27925482,31931492
2021:Q1,ageunder40,12846560,5693428,4558360,1135068,7153132,1603177,89270,191298,191298,0,37420,27338,10082,1922124,182020,153040,869119,815466,1085596,204602,4633789,4629752,2915758,1632181,42265,39548,4037,8212771,38513840
2021:Q2,age70plus,40251258,10062368,8633297,1429070,30188891,4174582,964752,1112446,1078762,33683,427805,399199,28606,14026625,501928,117276,1000561,3989371,3423855,449691,1678674,1669808,1099432,347425,30847,192103,8867,38572584,24542224
2021:Q2,age55to69,63842722,15339885,13227139,2112746,48502837,4924996,1216196,1101859,1068173,33686,492880,468832,24049,17593571,769026,1497323,5123981,9394692,5945453,442860,4385858,4371082,2870953,918975,121598,459555,14776,59456865,35187201
2021:Q2,age40to54,34922030,11760263,10023935,1736328,23161767,3140626,361725,295463,286633,8830,164190,148062,16128,6984649,513873,861901,3373526,3654207,3515589,296018,5923045,5912402,4330547,1402919,72113,106822,10644,28998985,32030198
2021:Q2,ageunder40,13771271,6167312,4952496,1214816,7603959,1621370,86855,192067,190992,1075,40550,29332,11218,2175643,180644,157932,910637,839362,1194066,204832,4819439,4815466,3051760,1680910,41443,41353,3974,8951832,38401060
2021:Q3,age70plus,41630649,10612136,9105732,1506404,31018513,4233158,955157,1158054,1087126,70928,451204,423146,28057,14394798,511099,114777,985562,4026472,3726596,461635,1691348,1682439,1100968,350783,32636,198052,8909,39939300,24721669
2021:Q3,age55to69,65109769,16054623,13868938,2185686,49055146,4975038,1181415,1141328,1074210,67118,515275,489926,25349,17717019,781997,1496633,5133071,9364739,6299406,449224,4497113,4482207,2938354,947417,121182,475253,14906,60612657,35258345
2021:Q3,age40to54,35414596,12190367,10410238,1780129,23224229,3189064,347992,304467,286136,18332,159051,143301,15750,6919826,511524,885855,3335263,3726698,3544785,299704,6049754,6039243,4416239,1437939,79236,105829,10510,29364842,32170724
2021:Q3,ageunder40,14247995,6423845,5158885,1264960,7824150,1650295,82424,196049,195434,615,44852,32576,12277,2244153,178420,160556,899989,858198,1302214,206998,4899230,4895318,3120173,1688954,43246,42945,3913,9348765,38232561
2021:Q4,age70plus,43191514,10912972,9326388,1586584,32278542,4377375,992763,1014841,1014510,331,459595,432066,27529,15308019,520059,111050,1014824,4080716,3929222,470079,1707142,1698099,1105409,358084,36324,198281,9044,41484372,24903904
2021:Q4,age55to69,66710358,16343504,14078025,2265478,50366854,5139970,1222835,982579,982272,308,530646,504085,26561,18490271,794865,1482214,5382029,9383318,6505399,452727,4618937,4603828,3009242,985492,128373,480721,15109,62091421,35344495
2021:Q4,age40to54,36130485,12402862,10572069,1830792,23727623,3325967,358217,266356,266277,78,152495,137068,15427,7085832,509560,905114,3470145,3821563,3530205,302170,6203777,6193342,4514597,1476811,97223,104711,10435,29926708,32355537
