Date,Category,Assets,Nonfinancial assets,Real estate,Consumer durables,Financial assets,Deposits,Money market fund shares,Debt securities,U.S. government and municipal securities,Corporate and foreign bonds,Loans (Assets),Other loans and advances (Assets),Mortgages,Corporate equities and mutual fund shares,Life insurance reserves,Annuities,DC pension entitlements,DB pension entitlements,Miscellaneous other equity,Miscellaneous assets,Liabilities,Loans (Liabilities),Home mortgages,Consumer credit,Depository institutions loans n.e.c.,Other loans and advances (Liabilities),Deferred and unpaid life insurance premiums,Net worth,Household count
2000:Q1,age40to54,17638171,5589336,4420466,1168870,12048835,865478,368681,316141,270386,45754,216013,196981,19032,3304374,353415,458322,1539244,2645957,1817477,163735,2928864,2920683,2150903,613525,14774,141481,8181,14709307,33539074
2000:Q1,ageunder40,5899809,2774476,2049505,724971,3125333,340218,85061,84746,49178,35568,32121,30820,1301,920449,213949,50753,462478,344873,493947,96737,2128575,2123407,1424245,670311,8188,20662,5168,3771234,35184785
2000:Q2,age70plus,8906203,2562521,2181397,381123,6343682,1007232,222497,346181,281865,64316,222013,183525,38488,2529277,102489,11192,98571,1020718,719844,63668,302146,300023,158522,45341,2902,93258,2122,8604057,16248750
2000:Q2,age55to69,16057714,3922288,3127612,794676,12135426,973877,464643,467580,351928,115652,216311,182486,33825,3727535,167528,340816,931838,3034488,1709617,101193,1178310,1174632,775827,232673,6806,159325,3678,14879404,19485122
2000:Q2,age40to54,17846221,5807078,4612925,1194153,12039143,868661,366859,309759,259875,49885,215207,195088,20119,3177677,358178,467860,1517730,2730710,1858722,167780,3008443,3000146,2209838,637472,13055,139780,8297,14837778,33822680
2000:Q2,ageunder40,5901947,2852401,2117646,734755,3049546,336972,82746,81013,48269,32744,27312,26254,1058,874906,215458,49427,446360,344258,493133,97960,2171055,2165901,1453908,686285,6963,18746,5153,3730892,35117510
2000:Q3,age70plus,8993467,2603691,2218539,385152,6389776,1013390,233748,340033,270243,69790,230738,192068,38671,2506244,103377,9969,102628,1009289,775963,64397,316276,314223,165526,50263,2495,95938,2052,8677192,16297488
2000:Q3,age55to69,16246325,4022155,3214501,807653,12224171,970645,480732,453092,334104,118988,219611,186795,32816,3682146,169440,343057,949539,3058982,1793946,102981,1207915,1204280,793078,241157,5679,164366,3635,15038410,19559348
2000:Q3,age40to54,18260916,6054351,4831136,1223215,12206564,871888,385245,302484,252295,50189,218676,197495,21181,3151262,365465,486512,1528991,2818724,1905397,171920,3096162,3087870,2269094,668131,10242,140404,8292,15164753,34092862
2000:Q3,ageunder40,5944636,2909322,2177168,732154,3035314,334088,85221,76853,46917,29936,25888,25067,821,866201,217568,49318,438518,344408,497973,99279,2219144,2214020,1482748,707522,5255,18495,5124,3725491,35058012
2000:Q4,age70plus,8848615,2710641,2312964,397677,6137974,1041255,254304,374408,288498,85911,261780,222928,38853,2145024,101293,7351,95348,992906,801170,63134,310264,307936,167755,55753,3145,81282,2328,8538350,16350949
2000:Q4,age55to69,16053184,4142878,3327584,815295,11910305,991036,513282,503315,367509,135806,229569,197715,31854,3247159,168497,327245,911353,3074069,1841435,103346,1214629,1210799,809954,252013,6992,141840,3830,14838554,19649604
2000:Q4,age40to54,18238632,6207736,4966340,1241396,12030897,903283,414039,332080,274335,57745,227352,205144,22207,2834131,369600,486965,1460237,2897322,1931535,174354,3175791,3167176,2317239,701670,12423,135843,8615,15062842,34345547
2000:Q4,ageunder40,5874699,2974597,2227209,747389,2900102,347683,90094,70939,44278,26661,28091,27497,594,758878,219107,46963,412870,342912,483046,99519,2268399,2263259,1510278,731830,6106,15045,5139,3606301,35008648
2001:Q1,age70plus,8762282,2856377,2450162,406215,5905906,1091529,285645,364301,242307,121994,252006,212088,39918,1865832,103169,5007,80670,981108,813456,63183,302258,300243,170325,55443,2029,72446,2014,8460025,16409906
2001:Q1,age55to69,15959137,4361066,3536930,824136,11598071,1035898,564814,467654,293080,174574,228600,196880,31720,2898762,171659,314773,834727,3102190,1874202,104791,1210617,1206991,825184,248820,4402,128584,3626,14748520,19758793
2001:Q1,age40to54,18317018,6484177,5223744,1260433,11832841,964289,454839,308481,230702,77779,226109,203063,23046,2568918,377554,489754,1334965,2982300,1947868,177764,3218336,3209970,2360464,709751,7180,132575,8365,15098683,34576663
2001:Q1,ageunder40,5865470,3082863,2326899,755964,2782607,378471,97678,63154,43802,19352,23832,23389,443,673948,221569,45024,375032,343015,460383,100500,2290555,2285470,1533652,735710,3392,12717,5084,3574916,34971779
2001:Q2,age70plus,9098908,2919795,2510156,409639,6179113,1105124,284110,346038,218382,127656,255055,214161,40894,2064063,109810,3794,90389,1006540,847511,66678,302902,301002,168390,56426,1360,74826,1901,8796006,16475131
2001:Q2,age55to69,16423347,4472716,3639405,833311,11950631,1042108,560519,437290,258808,178482,231401,199860,31540,3123073,179781,318061,883514,3129803,1936122,108960,1253247,1249685,860828,252581,2892,133384,3562,15170100,19889817
2001:Q2,age40to54,18856246,6676886,5397852,1279034,12179360,974502,458247,286779,209041,77738,227682,203803,23880,2730079,390108,507901,1385485,3057070,1977586,183921,3299135,3290833,2427624,725960,4425,132824,8301,15557111,34782138
2001:Q2,ageunder40,5970845,3134762,2377951,756811,2836083,380654,96898,58265,41522,16742,21720,21433,288,730590,225116,45007,378493,343626,452329,103386,2361976,2356920,1593176,749282,2003,12459,5056,3608868,34949765
2001:Q3,age70plus,8881487,2959292,2547772,411521,5922195,1125051,299101,379980,255457,124523,309131,267242,41889,1659706,103400,1645,75100,1027318,870357,71406,340905,338736,182453,58711,2309,95263,2169,8540582,16547397
2001:Q3,age55to69,16116635,4579133,3733279,845855,11537501,1055817,585254,491830,318764,173066,249856,218444,31411,2619332,174978,308588,802208,3149404,1986027,114209,1315162,1311397,885402,253709,4837,167449,3765,14801473,20045575
2001:Q3,age40to54,18729905,6901709,5601551,1300158,11828196,991886,479839,321188,248767,72421,241427,216742,24685,2333380,389109,512108,1249815,3120564,1997931,190949,3397071,3388471,2500361,742236,7340,138534,8600,15332834,34957900
2001:Q3,ageunder40,5850643,3174523,2420696,753827,2676120,387551,100316,56952,40969,15984,27337,27200,137,607236,226080,43425,340017,342690,437560,106954,2412737,2407659,1629336,759695,3180,15448,5079,3437906,34944963
2001:Q4,age70plus,9277367,3044504,2610746,433759,6232863,1147817,324662,359577,235218,124360,280172,237511,42661,1912777,118561,3857,86539,1084536,840941,73423,313753,311529,165451,68288,573,77217,2223,8963615,16627072
2001:Q4,age55to69,16788424,4740488,3877789,862700,12047935,1082358,612679,446026,277012,169014,247491,214828,32664,2963356,190491,321339,863717,3249281,1953863,117335,1338654,1334783,918306,275865,1052,139560,3871,15449770,20228041
2001:Q4,age40to54,19169707,6996329,5690647,1305682,12173378,1014310,497531,293561,217756,75806,233763,209935,23829,2607754,394913,515542,1311753,3099752,2011513,192985,3450547,3442085,2546478,764269,1451,129887,8461,15719161,35101202
2001:Q4,ageunder40,5982340,3233429,2471270,762159,2748910,397794,103404,58343,40852,17491,23496,23241,255,671824,220352,43655,350093,334876,437790,107283,2482604,2477695,1681550,783405,610,12131,4909,3499736,34958935
2002:Q1,age70plus,9446729,3135500,2683540,451960,6311229,1174352,324566,347739,231662,116077,269782,226085,43698,1912522,132599,5213,96464,1135440,837121,75430,336244,333792,182886,73297,178,77432,2452,9110485,16712909
2002:Q1,age55to69,17142364,4900690,4025470,875220,12241674,1113995,597100,420162,263732,156431,251310,217116,34194,2999131,205151,322192,918384,3337391,1956252,120605,1358953,1354850,937035,276242,296,141277,4103,15783411,20435466
2002:Q1,age40to54,19336932,7095360,5791755,1303605,12241571,1040311,485982,278732,205039,73694,230187,207295,22892,2641837,398973,505765,1360452,3063267,2041244,194821,3518013,3509533,2625786,756653,390,126703,8480,15818919,35214608
2002:Q1,ageunder40,6049445,3294565,2527056,767509,2754880,410646,100196,60669,40607,20062,22461,22068,393,659909,214376,42436,357489,324821,454243,107634,2497444,2492683,1703103,777324,159,12097,4760,3552002,34990047
2002:Q2,age70plus,9378060,3225671,2752664,473008,6152389,1178798,319257,398470,240900,157570,246914,202455,44459,1669920,142327,6401,84656,1184566,841144,79935,350468,347954,196788,81515,-1988,71639,2514,9027592,16803256
2002:Q2,age55to69,17117590,5051767,4160742,891026,12065823,1122746,573614,466176,269351,196825,251827,216301,35525,2737002,215718,320993,857195,3424159,1970452,125941,1389309,1385083,967981,286879,-3066,133289,4226,15728281,20665174
2002:Q2,age40to54,19098684,7183442,5880429,1303013,11915241,1035226,468477,308287,204511,103776,223876,201904,21972,2447898,398240,493270,1246755,3019695,2074997,198522,3605518,3597187,2715348,763992,-3747,121593,8331,15493166,35302006
2002:Q2,ageunder40,5996082,3364738,2588795,775942,2631344,406600,95849,55254,40970,14284,19601,19091,510,577896,207579,40971,328501,314058,475707,109327,2544286,2539691,1744922,785259,-1489,10998,4595,3451796,35035866
2002:Q3,age70plus,9119171,3260107,2770608,489499,5859064,1209981,319177,420184,232508,187676,240432,194939,45494,1271506,148791,7691,71475,1233981,852238,83608,357682,354795,200884,88350,-2519,68080,2887,8761489,16896461
2002:Q3,age55to69,16891889,5204149,4288748,915401,11687740,1161472,560034,475156,251930,223226,258155,221007,37149,2261618,223201,321421,786145,3514315,1995427,130795,1439043,1434471,1010163,298960,-3655,129003,4571,15452847,20914487
2002:Q3,age40to54,18779212,7352107,6039063,1313044,11427105,1065049,456921,316208,189186,127022,221217,200243,20974,2084515,393910,481912,1120305,2973242,2112450,201376,3693218,3684752,2802525,769430,-4303,117100,8466,15085994,35367285
2002:Q3,ageunder40,5910711,3423431,2650591,772840,2487280,422604,92937,49385,40293,9092,19228,18579,649,450788,200205,39690,296849,303282,501725,110587,2613552,2609089,1805588,794868,-1669,10303,4462,3297159,35093959
2002:Q4,age70plus,9336003,3302267,2798678,503589,6033736,1224212,343369,462883,220094,242789,229067,182582,46485,1351693,156185,10729,80121,1289404,795640,90432,370468,367477,206870,96362,-4236,68482,2991,8965535,16990873
2002:Q4,age55to69,17420108,5364656,4428057,936599,12055453,1182762,588753,502270,231188,271082,263711,224926,38785,2410585,231862,345441,837369,3621351,1933104,138244,1497107,1492373,1053213,313674,-5856,131342,4734,15923001,21180729
2002:Q4,age40to54,19086022,7497644,6180201,1317443,11588379,1071413,472547,339279,171898,167381,217555,197597,19959,2203080,390188,492904,1159451,2934058,2101303,206601,3785195,3776853,2890683,779056,-6533,113647,8341,15300828,35414335
2002:Q4,ageunder40,5951076,3477417,2708863,768553,2473660,425886,96024,39052,39052,0,18170,17385,785,464229,193010,41008,303246,294329,485224,113481,2685604,2681303,1865548,807916,-2473,10312,4302,3265472,35161894
2003:Q1,age70plus,9416745,3397370,2877381,519989,6019375,1269682,337603,435583,213845,221738,232125,185044,47080,1239613,167328,13045,82539,1336045,811722,94091,383884,380280,211512,99498,-4282,73552,3604,9032861,17084840
2003:Q1,age55to69,17680622,5546676,4598031,948645,12133946,1239478,567134,468768,219590,249178,274014,233911,40104,2305591,244644,359422,854244,3710196,1967057,143400,1550123,1544860,1092269,316668,-5684,141607,5264,16130499,21461221
2003:Q1,age40to54,19053878,7560082,6252549,1307533,11493796,1118479,454984,317204,160675,156529,216978,197968,19010,2124174,389810,493173,1150835,2878256,2140739,209163,3848296,3839620,2966453,768145,-6181,111203,8677,15205581,35447045
2003:Q1,ageunder40,6003133,3536727,2763311,773416,2466406,452278,91978,42520,38149,4371,19402,18511,892,421750,186445,41138,298939,282520,514704,114731,2734857,2730670,1917008,804812,-2294,11145,4187,3268276,35237238
2003:Q2,age70plus,9941537,3472221,2935278,536943,6469315,1291430,335740,407234,196814,210420,288555,240586,47969,1526642,183415,16354,101626,1387049,834123,97147,430112,426270,221523,106030,-3821,102538,3842,9511425,17176710
2003:Q2,age55to69,18605807,5727906,4760172,967734,12877901,1271219,552962,432501,196538,235964,298836,257093,41743,2736076,262874,385939,966630,3811978,2010661,148225,1672010,1666476,1150042,329115,-4902,192221,5535,16933796,21753288
2003:Q2,age40to54,19603184,7672572,6366861,1305711,11930611,1133729,442099,294229,142429,151800,224415,206430,17985,2449814,393855,504028,1264936,2828321,2184022,211164,3968536,3959875,3079287,772361,-5232,113460,8661,15634648,35469303
2003:Q2,ageunder40,6207261,3609298,2833628,775670,2597963,461101,89010,45609,35985,9623,28982,27959,1022,491354,180635,42540,322630,272070,548358,115676,2830270,2826234,1997528,814424,-1909,16192,4036,3376991,35317558
2003:Q3,age70plus,10147898,3511832,2959708,552123,6636066,1295995,328779,394698,223572,171126,282546,234489,48057,1622882,197430,19122,107478,1435149,849132,102857,448942,444984,241055,114451,-5826,95304,3959,9698955,17264832
2003:Q3,age55to69,19166371,5908477,4914457,994019,13257894,1284753,530892,420861,224586,196275,307025,264356,42670,2914508,279282,405142,1005199,3909342,2045613,155278,1721638,1715912,1198863,341885,-7281,182445,5725,17444733,22054251
2003:Q3,age40to54,19873069,7844856,6532096,1312761,12028213,1126590,424087,283378,156350,127028,221336,204201,17135,2579372,395679,507242,1280478,2773042,2221834,215174,4079311,4070778,3191183,779282,-7394,107706,8533,15793759,35485000
2003:Q3,ageunder40,6310708,3677557,2905617,771940,2633151,457510,84980,58422,38446,19977,29081,27990,1091,505376,174387,43081,324041,260730,577577,117967,2899977,2896103,2059832,824058,-2641,14855,3874,3410731,35400422
2003:Q4,age70plus,10600982,3572384,3002948,569437,7028598,1312436,324656,442647,248096,194551,272635,224051,48585,1868828,210873,22799,125365,1485287,854086,108985,457125,453092,244009,121484,4669,82930,4033,10143858,17347553
2003:Q4,age55to69,20091375,6105958,5087156,1018802,13985417,1312484,514396,466758,250375,216382,315362,271309,44053,3287676,295423,435406,1112889,4014181,2068024,162819,1782610,1776722,1249929,357300,5654,163839,5889,18308765,22361434
2003:Q4,age40to54,20402358,7992986,6676449,1316538,12409372,1135342,409743,313936,167816,146120,217609,201427,16182,2842250,396819,519108,1381253,2721104,2252756,219452,4178385,4170018,3275623,786993,6337,101065,8366,16223974,35498024
2003:Q4,ageunder40,6466199,3748977,2976152,772825,2717222,462878,81766,57504,40351,17153,28631,27435,1196,557842,167965,44682,344701,250089,600710,120454,2981820,2978112,2126053,837155,2281,12624,3707,3484379,35483397
2004:Q1,age70plus,11256655,3701073,3109321,591752,7555582,1347649,319856,711197,503503,207694,279612,229923,49689,1977369,218339,26059,130201,1549946,884459,110894,473391,469277,253015,125037,4361,86865,4114,10783264,17423223
2004:Q1,age55to69,21266520,6402667,5357997,1044670,14863853,1362587,497484,824649,598089,226559,328613,282569,46044,3486841,305504,460177,1147981,4157299,2125586,167133,1835392,1829332,1290480,360646,5184,173022,6060,19431128,22672159
2004:Q1,age40to54,20969871,8202621,6882600,1320021,12767250,1168725,395286,488806,330750,158056,215606,200522,15084,2977261,392426,525352,1389098,2692812,2301387,220490,4240652,4232445,3352433,776910,5618,97484,8207,16729219,35512264
2004:Q1,ageunder40,6636131,3865396,3084073,781323,2770735,482024,78539,51745,35560,16185,30897,29548,1349,571977,160574,45631,344405,244020,640105,120817,3025437,3021897,2172760,833880,1991,13266,3540,3610694,35564050
2004:Q2,age70plus,11364388,3759025,3151753,607272,7605363,1367686,313952,651749,460798,190951,293441,242654,50787,1935922,228474,28761,133950,1577044,961647,112737,501654,497146,269287,130657,4338,92864,4508,10862734,17490190
2004:Q2,age55to69,21806934,6642950,5565519,1077430,15163984,1396624,479435,731703,522684,209019,343641,295554,48086,3498421,318696,478008,1177607,4320368,2247996,171485,1918112,1911645,1350832,369740,5078,185994,6468,19888822,22983750
2004:Q2,age40to54,21256491,8467664,7134051,1333612,12788827,1183397,380328,441272,292763,148509,213855,199877,13978,2984474,390575,525372,1390034,2676208,2381775,221537,4355975,4347651,3472121,776099,5349,94082,8324,16900516,35531609
2004:Q2,ageunder40,6788961,3971074,3194275,776799,2817887,490503,75203,63124,41924,21201,34381,32878,1503,546279,153540,45824,342488,236150,709245,121150,3106614,3103219,2249033,838042,1868,14275,3396,3682346,35639950
2004:Q3,age70plus,11618533,3892555,3268580,623975,7725978,1376283,307873,706063,498739,207323,280572,228790,51782,1890574,237477,31852,134948,1603811,1038756,117768,512709,507972,277654,138438,-1290,93170,4737,11105824,17546801
2004:Q3,age55to69,22547949,6950968,5856239,1094729,15596980,1418489,461818,794402,571895,222508,353988,303903,50085,3506914,330939,500552,1191873,4487390,2372084,178531,1989811,1983053,1408401,386835,-1497,189314,6759,20558137,23293529
2004:Q3,age40to54,21519714,8659625,7332159,1327466,12860088,1184720,365931,470195,307217,162979,209490,196600,12890,2992438,387858,528837,1372943,2660495,2462087,225093,4456984,4448687,3573402,787097,-1454,89642,8298,17062729,35559949
2004:Q3,ageunder40,6933078,4097788,3316098,781690,2835291,491188,71975,59904,40131,19773,33792,32139,1652,519323,146296,46427,336396,228299,778619,123070,3189573,3186336,2320035,852505,-494,14290,3237,3743505,35708662
2004:Q4,age70plus,12043180,3999593,3378355,621238,8043587,1393394,307422,731267,581951,149316,312598,260078,52520,2091480,241561,32015,143746,1600447,1065308,124349,536600,531795,286801,138274,-1687,108407,4805,11506580,17591949
2004:Q4,age55to69,23661878,7240605,6112771,1127834,16421273,1475040,467137,876295,706422,169874,368092,316939,51153,3834305,344739,521649,1314749,4577394,2454670,187205,2121505,2114508,1497810,407649,-2052,211102,6996,21540373,23599084
2004:Q4,age40to54,22262885,8892898,7544460,1348438,13369987,1229546,363091,493694,371478,122216,217392,204070,13322,3173945,394399,551399,1481429,2746256,2490272,228565,4552784,4544364,3652360,803796,-1995,90203,8420,17710101,35600204
2004:Q4,ageunder40,7168907,4232655,3431946,800709,2936252,502146,71688,58545,30078,28467,39967,37929,2038,565853,148471,48935,355474,238621,780246,126305,3292320,3289041,2403607,870400,-706,15739,3279,3876587,35768082
2005:Q1,age70plus,12097659,4108841,3491255,617586,7988818,1408011,295676,704759,551080,153680,294689,241352,53338,2074582,237254,30706,134499,1582604,1097941,128096,508987,504194,270272,128470,-4860,110312,4793,11588672,17626697
2005:Q1,age55to69,24181094,7524600,6370505,1154095,16656494,1531056,453356,832984,656205,176779,373466,321141,52326,3884589,349485,524907,1333197,4632714,2547079,193661,2221429,2214252,1597615,413341,-6237,209533,7177,21959665,23899061
2005:Q1,age40to54,22582830,9086000,7724704,1361296,13496830,1273987,348553,492364,364477,127887,221640,207902,13738,3174063,393620,560296,1466471,2812219,2523615,230002,4583332,4574852,3698487,793479,-5889,88776,8480,17999498,35651426
2005:Q1,ageunder40,7315290,4369735,3547573,822161,2945556,512147,68870,64726,36414,28311,38267,35827,2440,556833,149428,49717,346691,244777,785972,128126,3387873,3384558,2502185,869684,-2157,14845,3315,3927418,35817420
2005:Q2,age70plus,12383299,4267634,3648622,619012,8115665,1406801,288543,738072,576206,161866,288099,234243,53856,2133290,234713,30149,132857,1566715,1166085,130340,516944,512000,276481,125185,-2852,113186,4945,11866355,17652653
2005:Q2,age55to69,25009298,7814060,6637240,1176819,17195238,1569826,447242,887182,699525,187657,380665,327458,53207,4034403,356280,537594,1397888,4694095,2691126,198937,2338774,2331288,1697758,427796,-3867,209601,7486,22670524,24192370
2005:Q2,age40to54,23053462,9245801,7876919,1368883,13807660,1300125,339135,531788,395078,136709,227012,212767,14245,3237595,394641,576651,1505193,2883730,2581384,230407,4675728,4667045,3783037,800238,-3757,87526,8683,18377734,35711698
2005:Q2,ageunder40,7516871,4525161,3671514,853646,2991711,511139,67108,61426,33766,27660,38418,35592,2826,566892,150608,51392,349641,251762,814131,129194,3490690,3487330,2595483,879169,-1438,14115,3360,4026181,35856213
2005:Q3,age70plus,12600322,4365855,3758473,607381,8234468,1414054,291509,654903,539388,115515,275552,221736,53816,2266244,235304,29118,134310,1549212,1245810,138452,526091,521532,283033,123580,-2615,117534,4559,12074231,17671423
2005:Q3,age55to69,25852959,8114329,6911728,1202601,17738631,1620534,458646,781292,639304,141988,386389,332878,53511,4282727,366713,544273,1483062,4751794,2853952,209248,2462840,2455460,1800200,446768,-3774,212267,7379,23390120,24477923
2005:Q3,age40to54,23661634,9512655,8128971,1383684,14148979,1339570,340487,484699,382413,102286,232335,217416,14919,3360323,398650,588582,1566556,2954838,2647673,235266,4774828,4766401,3869602,813999,-3708,86509,8428,18886805,35779102
2005:Q3,ageunder40,7769499,4677111,3812861,864249,3092388,516904,67621,71563,40626,30937,37693,34524,3168,595445,152196,52486,357323,258417,849608,133132,3598617,3595248,2689046,894039,-1478,13640,3369,4170882,35883997
2005:Q4,age70plus,12753287,4444321,3846593,597728,8308965,1413449,307244,686018,543044,142974,264665,211686,52980,2281583,232720,28387,133963,1531730,1281019,148186,529384,525098,290284,122015,-1309,114109,4286,12223902,17684616
2005:Q4,age55to69,26614827,8395518,7164970,1230548,18219309,1662762,493106,819749,646216,173534,391706,338745,52961,4379972,373574,554763,1558492,4809419,2954697,221067,2566675,2559320,1896119,464696,-2026,200531,7355,24048152,24754630
2005:Q4,age40to54,24202699,9749217,8348283,1400935,14453482,1370417,355147,525333,398431,126902,238222,222389,15832,3389899,399922,603609,1616176,3027744,2685645,241369,4863956,4855686,3946553,826745,-2047,84435,8270,19338743,35851720
2005:Q4,ageunder40,7929631,4808877,3931818,877059,3120754,517181,70985,71384,41403,29980,37304,33864,3441,594159,153292,53933,362153,265191,857344,137827,3691324,3687940,2769911,907099,-850,11779,3384,4238308,35900309
2006:Q1,age70plus,13204909,4479818,3883517,596301,8725091,1444775,306511,705523,567082,138441,263800,213086,50714,2683173,206808,27731,132903,1516073,1289581,148213,551487,547239,304287,118622,1001,123329,4248,12653422,17693838
2006:Q1,age55to69,27625988,8481517,7230752,1250765,19144471,1747443,498564,858627,687439,171188,397394,346542,50852,4979940,353100,566164,1630410,4871211,3017011,224609,2696429,2688914,1998960,476287,1677,211990,7515,24929559,25021403
2006:Q1,age40to54,24744197,9716026,8308749,1407278,15028170,1447098,352572,556677,430945,125733,245387,228234,17153,3713516,380114,619496,1661425,3104935,2706640,240310,4970252,4961934,4045310,830744,1779,84100,8318,19773945,35927637
2006:Q1,ageunder40,8099754,4858083,3951616,906467,3241670,542439,70638,69659,39122,30537,38609,35032,3577,689235,151007,55457,365792,272592,848510,137733,3786648,3783234,2858381,911932,768,12153,3414,4313105,35904687
2006:Q2,age70plus,13106047,4505859,3919396,586463,8600188,1438844,314590,693668,524181,169487,269736,222364,47372,2548418,202723,26370,123069,1497595,1336936,148239,560122,555918,310087,113554,2570,129707,4204,12545925,17700697
2006:Q2,age55to69,27924814,8648184,7369643,1278541,19276630,1785085,520181,822844,616269,206575,403093,355571,47522,4885347,357779,567898,1645967,4924206,3136143,228086,2825367,2817699,2109389,485405,4722,218183,7669,25099446,25277151
2006:Q2,age40to54,24970073,9864751,8439672,1425079,15105322,1474122,359012,564231,410347,153883,253376,234628,18748,3629858,380099,628255,1644790,3178693,2753619,239268,5067572,5059211,4137121,833474,5251,83366,8361,19902501,36004934
2006:Q2,ageunder40,8165169,4944931,4025784,919147,3220238,539283,72233,73706,46228,27478,41060,37457,3604,649772,151789,56073,355854,279113,863756,137599,3890483,3887041,2955494,917178,2354,12016,3442,4274685,35896668
2006:Q3,age70plus,13194219,4504134,3928274,575860,8690085,1437994,329489,672590,527805,144786,251130,207924,43206,2638055,205283,25689,121906,1482306,1377703,147941,566790,562673,311683,112071,3250,135670,4116,12627429,17706800
2006:Q3,age55to69,28589080,8787081,7479385,1307696,19801999,1829833,554896,804844,622008,182836,403780,360562,43217,5081419,370268,578525,1717617,4983965,3245663,231189,2946646,2938862,2206216,502438,6673,223534,7784,25642434,25520786
2006:Q3,age40to54,25424649,9993499,8548443,1445056,15431150,1509412,372213,562858,426656,136201,260136,239640,20495,3714074,386145,643908,1689788,3258166,2796470,237981,5155443,5147077,4200112,856681,7727,82558,8366,20269205,36081695
2006:Q3,ageunder40,8270524,5003287,4073621,929666,3267237,540186,75302,77471,47024,30447,39669,36130,3539,665957,153472,57512,359106,286582,874722,137258,3989518,3986052,3030413,940251,3590,11797,3466,4281006,35875788
2006:Q4,age70plus,13422400,4498284,3931340,566945,8924116,1437854,351162,617038,480349,136689,239158,198925,40233,2896508,210497,25240,125172,1469243,1399473,152771,584868,580798,315800,111004,5234,148760,4069,12837533,17713753
2006:Q4,age55to69,29389628,8875242,7546251,1328991,20514386,1875793,603124,722220,546000,176220,406491,366377,40114,5497260,385920,592146,1819075,5047498,3326104,238754,3060069,3052139,2279195,518070,12332,242542,7930,26329559,25751219
2006:Q4,age40to54,25891733,10004579,8548799,1455780,15887154,1546703,391933,530579,398684,131894,266980,245075,21905,3919205,394579,661955,1766617,3341473,2826644,240485,5214394,5205988,4234805,872981,15523,82679,8406,20677339,36156003
2006:Q4,ageunder40,8390698,5031321,4084777,946543,3359378,541675,79810,83842,52583,31259,39251,35669,3582,723491,155458,59218,368961,294647,873658,139366,4047993,4044502,3069543,954661,7448,12850,3491,4342705,35841585
2007:Q1,age70plus,13598809,4476671,3912960,563711,9122137,1465017,361730,639143,491046,148097,240279,202653,37626,3062007,210248,24073,121171,1453907,1390679,153883,594471,590312,330564,104849,3343,151556,4159,13004337,17723165
2007:Q1,age55to69,29959877,8849902,7503753,1346149,21109974,1959424,630749,752234,561206,191028,411443,374109,37335,5790297,394885,595424,1872162,5101926,3358519,242912,3129751,3121564,2356082,514501,9377,241605,8186,26830126,25967361
2007:Q1,age40to54,26147887,9873086,8412365,1460721,16274801,1624627,399976,564537,420198,144339,274463,251262,23200,4052360,397959,672397,1791345,3421060,2835900,240176,5267672,5259109,4296888,869058,11773,81390,8564,20880214,36225940
2007:Q1,ageunder40,8417717,5010273,4036222,974051,3407444,565245,81786,83430,52944,30486,40868,37215,3652,757169,156588,59970,367527,301840,853432,139589,4086915,4083391,3113720,951764,5865,12042,3524,4330802,35793596
2007:Q2,age70plus,13702667,4461172,3903165,558007,9241495,1444424,375077,604062,483958,120104,266672,231916,34756,3158436,214215,24069,124740,1457325,1411313,161162,617703,613634,338004,103503,2603,169524,4069,13084964,17736642
2007:Q2,age55to69,30451987,8855754,7488536,1367217,21596233,1976962,663898,709596,548243,161354,419829,385631,34197,5990921,408809,614770,1976114,5149244,3433586,252504,3256827,3248538,2439546,529540,9245,270207,8289,27195160,26168122
2007:Q2,age40to54,26406582,9821817,8350492,1471325,16584765,1633361,410394,547829,425738,122091,283233,258731,24502,4133391,405069,694985,1870165,3497696,2864259,244382,5336192,5327630,4351832,881721,11970,82107,8562,21070390,36289589
2007:Q2,ageunder40,8460156,5008646,4013574,995071,3451510,549934,84295,86991,54587,32403,46445,42760,3685,772976,158228,62183,377388,319360,850981,142728,4151691,4148148,3165813,962202,6180,13954,3543,4308465,35731358
2007:Q3,age70plus,13852216,4411506,3863540,547966,9440710,1436765,423877,746802,537716,209086,272055,239495,32560,3162496,213900,23266,121899,1459447,1415220,164983,608491,604352,338827,104035,2590,158901,4139,13243725,17755792
2007:Q3,age55to69,31001155,8832908,7444920,1387988,22168247,2011475,767249,893141,631939,261202,425180,393449,31732,6067440,417266,622408,2036222,5188624,3480404,258838,3337255,3328734,2523802,549445,13280,242207,8521,27663900,26352413
2007:Q3,age40to54,26756300,9793729,8310562,1483167,16962570,1660954,455578,691391,489280,202111,290633,264984,25649,4147364,408125,708953,1902520,3570770,2880366,245916,5411189,5402491,4392568,912273,18706,78944,8697,21345111,36345033
2007:Q3,ageunder40,8407199,4964627,3955807,1008820,3442572,544763,94446,71739,50630,21109,48640,44860,3779,765265,159182,63324,377305,336024,837796,144088,4231471,4227900,3217475,989799,9940,10686,3571,4175728,35654408
2007:Q4,age70plus,13848507,4413128,3842916,570212,9435379,1476013,460716,754394,536701,217693,338792,306600,32193,2973280,214643,23590,127984,1480993,1412549,172424,627608,623460,354975,108675,3487,156323,4148,13220899,17781908
